date,Keywords,RelativePopularity,Type,Origin,Loc
2011-11-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2011-12-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2012-01-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2012-02-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2012-03-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2012-04-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2012-05-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2012-06-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2012-07-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2012-08-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2012-09-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2012-10-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2012-11-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2012-12-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2013-01-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2013-02-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2013-03-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2013-04-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2013-05-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2013-06-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2013-07-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2013-08-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2013-09-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2013-10-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2013-11-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2013-12-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2014-01-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2014-02-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2014-03-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2014-04-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2014-05-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2014-06-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2014-07-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2014-08-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2014-09-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2014-10-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2014-11-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2014-12-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2015-01-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2015-02-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2015-03-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2015-04-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2015-05-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2015-06-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2015-07-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2015-08-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2015-09-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2015-10-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2015-11-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2015-12-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2016-01-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2016-02-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2016-03-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2016-04-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2016-05-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2016-06-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2016-07-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2016-08-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2016-09-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2016-10-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2016-11-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2016-12-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2017-01-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2017-02-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2017-03-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2017-04-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2017-05-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2017-06-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2017-07-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2017-08-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2017-09-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2017-10-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2017-11-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2017-12-01,Dimsum,0.5,Sides/Snacks,Chinese,US
2018-01-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2018-02-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2018-03-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2018-04-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2018-05-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2018-06-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2018-07-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2018-08-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2018-09-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2018-10-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2018-11-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2018-12-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2019-01-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2019-02-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2019-03-01,Dimsum,0.5,Sides/Snacks,Chinese,US
2019-04-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2019-05-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2019-06-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2019-07-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2019-08-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2019-09-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2019-10-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2019-11-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2019-12-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2020-01-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2020-02-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2020-03-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2020-04-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2020-05-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2020-06-01,Dimsum,0.0,Sides/Snacks,Chinese,US
2004-01-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2004-02-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2004-03-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2004-04-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2004-05-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2004-06-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2004-07-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2004-08-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2004-09-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2004-10-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2004-11-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2004-12-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2005-01-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2005-02-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2005-03-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2005-04-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2005-05-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2005-06-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2005-07-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2005-08-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2005-09-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2005-10-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2005-11-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2005-12-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2006-01-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2006-02-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2006-03-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2006-04-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2006-05-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2006-06-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2006-07-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2006-08-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2006-09-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2006-10-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2006-11-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2006-12-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2007-01-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2007-02-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2007-03-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2007-04-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2007-05-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2007-06-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2007-07-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2007-08-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2007-09-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2007-10-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2007-11-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2007-12-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2008-01-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2008-02-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2008-03-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2008-04-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2008-05-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2008-06-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2008-07-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2008-08-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2008-09-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2008-10-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2008-11-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2008-12-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2009-01-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2009-02-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2009-03-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2009-04-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2009-05-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2009-06-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2009-07-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2009-08-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2009-09-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2009-10-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2009-11-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2009-12-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2010-01-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2010-02-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2010-03-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2010-04-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2010-05-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2010-06-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2010-07-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2010-08-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2010-09-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2010-10-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2010-11-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2010-12-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2011-01-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2011-02-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2011-03-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2011-04-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2011-05-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2011-06-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2011-07-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2011-08-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2011-09-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2011-10-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2011-11-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2011-12-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2012-01-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2012-02-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2012-03-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2012-04-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2012-05-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2012-06-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2012-07-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2012-08-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2012-09-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2012-10-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2012-11-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2012-12-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2013-01-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2013-02-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2013-03-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2013-04-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2013-05-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2013-06-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2013-07-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2013-08-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2013-09-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2013-10-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2013-11-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2013-12-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2014-01-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2014-02-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2014-03-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2014-04-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2014-05-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2014-06-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2014-07-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2014-08-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2014-09-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2014-10-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2014-11-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2014-12-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2015-01-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2015-02-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2015-03-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2015-04-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2015-05-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2015-06-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2015-07-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2015-08-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2015-09-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2015-10-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2015-11-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2015-12-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2016-01-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2016-02-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2016-03-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2016-04-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2016-05-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2016-06-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2016-07-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2016-08-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2016-09-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2016-10-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2016-11-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2016-12-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2017-01-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2017-02-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2017-03-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2017-04-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2017-05-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2017-06-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2017-07-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2017-08-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2017-09-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2017-10-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2017-11-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2017-12-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2018-01-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2018-02-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2018-03-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2018-04-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2018-05-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2018-06-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2018-07-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2018-08-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2018-09-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2018-10-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2018-11-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2018-12-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2019-01-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2019-02-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2019-03-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2019-04-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2019-05-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2019-06-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2019-07-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2019-08-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2019-09-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2019-10-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2019-11-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2019-12-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2020-01-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2020-02-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2020-03-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2020-04-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2020-05-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2020-06-01,Vermicelli roll,0.0,Sides/Snacks,Chinese,US
2004-01-01,Wonton,0.6666666666666666,Sides/Snacks,Chinese,US
2004-02-01,Wonton,0.3076923076923077,Sides/Snacks,Chinese,US
2004-03-01,Wonton,0.35714285714285715,Sides/Snacks,Chinese,US
2004-04-01,Wonton,0.7272727272727273,Sides/Snacks,Chinese,US
2004-05-01,Wonton,0.35714285714285715,Sides/Snacks,Chinese,US
2004-06-01,Wonton,0.6153846153846154,Sides/Snacks,Chinese,US
2004-07-01,Wonton,0.35714285714285715,Sides/Snacks,Chinese,US
2004-08-01,Wonton,0.35714285714285715,Sides/Snacks,Chinese,US
2004-09-01,Wonton,0.6666666666666666,Sides/Snacks,Chinese,US
2004-10-01,Wonton,0.7142857142857143,Sides/Snacks,Chinese,US
2004-11-01,Wonton,0.6666666666666666,Sides/Snacks,Chinese,US
2004-12-01,Wonton,0.625,Sides/Snacks,Chinese,US
2005-01-01,Wonton,0.7058823529411765,Sides/Snacks,Chinese,US
2005-02-01,Wonton,0.6666666666666666,Sides/Snacks,Chinese,US
2005-03-01,Wonton,0.3333333333333333,Sides/Snacks,Chinese,US
2005-04-01,Wonton,0.625,Sides/Snacks,Chinese,US
2005-05-01,Wonton,0.7142857142857143,Sides/Snacks,Chinese,US
2005-06-01,Wonton,0.75,Sides/Snacks,Chinese,US
2005-07-01,Wonton,0.375,Sides/Snacks,Chinese,US
2005-08-01,Wonton,0.35294117647058826,Sides/Snacks,Chinese,US
2005-09-01,Wonton,0.35294117647058826,Sides/Snacks,Chinese,US
2005-10-01,Wonton,0.7058823529411765,Sides/Snacks,Chinese,US
2005-11-01,Wonton,0.6666666666666666,Sides/Snacks,Chinese,US
2005-12-01,Wonton,0.7058823529411765,Sides/Snacks,Chinese,US
2006-01-01,Wonton,0.6666666666666666,Sides/Snacks,Chinese,US
2006-02-01,Wonton,0.7368421052631579,Sides/Snacks,Chinese,US
2006-03-01,Wonton,0.6666666666666666,Sides/Snacks,Chinese,US
2006-04-01,Wonton,0.375,Sides/Snacks,Chinese,US
2006-05-01,Wonton,0.75,Sides/Snacks,Chinese,US
2006-06-01,Wonton,0.35294117647058826,Sides/Snacks,Chinese,US
2006-07-01,Wonton,0.6666666666666666,Sides/Snacks,Chinese,US
2006-08-01,Wonton,0.7058823529411765,Sides/Snacks,Chinese,US
2006-09-01,Wonton,0.7,Sides/Snacks,Chinese,US
2006-10-01,Wonton,0.7,Sides/Snacks,Chinese,US
2006-11-01,Wonton,1.0,Sides/Snacks,Chinese,US
2006-12-01,Wonton,1.1052631578947367,Sides/Snacks,Chinese,US
2007-01-01,Wonton,1.0909090909090908,Sides/Snacks,Chinese,US
2007-02-01,Wonton,1.0499999999999998,Sides/Snacks,Chinese,US
2007-03-01,Wonton,0.6666666666666666,Sides/Snacks,Chinese,US
2007-04-01,Wonton,0.7058823529411765,Sides/Snacks,Chinese,US
2007-05-01,Wonton,0.7058823529411765,Sides/Snacks,Chinese,US
2007-06-01,Wonton,0.7058823529411765,Sides/Snacks,Chinese,US
2007-07-01,Wonton,0.3684210526315789,Sides/Snacks,Chinese,US
2007-08-01,Wonton,0.7,Sides/Snacks,Chinese,US
2007-09-01,Wonton,0.7,Sides/Snacks,Chinese,US
2007-10-01,Wonton,0.7,Sides/Snacks,Chinese,US
2007-11-01,Wonton,1.0,Sides/Snacks,Chinese,US
2007-12-01,Wonton,1.0,Sides/Snacks,Chinese,US
2008-01-01,Wonton,1.0434782608695652,Sides/Snacks,Chinese,US
2008-02-01,Wonton,0.9545454545454546,Sides/Snacks,Chinese,US
2008-03-01,Wonton,0.7,Sides/Snacks,Chinese,US
2008-04-01,Wonton,0.7,Sides/Snacks,Chinese,US
2008-05-01,Wonton,0.7368421052631579,Sides/Snacks,Chinese,US
2008-06-01,Wonton,0.6666666666666666,Sides/Snacks,Chinese,US
2008-07-01,Wonton,0.6666666666666666,Sides/Snacks,Chinese,US
2008-08-01,Wonton,1.0,Sides/Snacks,Chinese,US
2008-09-01,Wonton,0.7272727272727273,Sides/Snacks,Chinese,US
2008-10-01,Wonton,0.6956521739130435,Sides/Snacks,Chinese,US
2008-11-01,Wonton,1.3333333333333333,Sides/Snacks,Chinese,US
2008-12-01,Wonton,1.3333333333333333,Sides/Snacks,Chinese,US
2009-01-01,Wonton,1.0714285714285714,Sides/Snacks,Chinese,US
2009-02-01,Wonton,1.3333333333333333,Sides/Snacks,Chinese,US
2009-03-01,Wonton,1.0,Sides/Snacks,Chinese,US
2009-04-01,Wonton,1.0434782608695652,Sides/Snacks,Chinese,US
2009-05-01,Wonton,0.6666666666666666,Sides/Snacks,Chinese,US
2009-06-01,Wonton,0.7272727272727273,Sides/Snacks,Chinese,US
2009-07-01,Wonton,0.6956521739130435,Sides/Snacks,Chinese,US
2009-08-01,Wonton,1.0,Sides/Snacks,Chinese,US
2009-09-01,Wonton,1.0,Sides/Snacks,Chinese,US
2009-10-01,Wonton,1.0384615384615383,Sides/Snacks,Chinese,US
2009-11-01,Wonton,1.0384615384615383,Sides/Snacks,Chinese,US
2009-12-01,Wonton,1.44,Sides/Snacks,Chinese,US
2010-01-01,Wonton,1.4193548387096775,Sides/Snacks,Chinese,US
2010-02-01,Wonton,1.3333333333333333,Sides/Snacks,Chinese,US
2010-03-01,Wonton,1.0384615384615383,Sides/Snacks,Chinese,US
2010-04-01,Wonton,1.08,Sides/Snacks,Chinese,US
2010-05-01,Wonton,1.0,Sides/Snacks,Chinese,US
2010-06-01,Wonton,1.0384615384615383,Sides/Snacks,Chinese,US
2010-07-01,Wonton,0.72,Sides/Snacks,Chinese,US
2010-08-01,Wonton,1.0384615384615383,Sides/Snacks,Chinese,US
2010-09-01,Wonton,1.0,Sides/Snacks,Chinese,US
2010-10-01,Wonton,1.0714285714285714,Sides/Snacks,Chinese,US
2010-11-01,Wonton,1.3793103448275863,Sides/Snacks,Chinese,US
2010-12-01,Wonton,1.7241379310344829,Sides/Snacks,Chinese,US
2011-01-01,Wonton,1.6666666666666665,Sides/Snacks,Chinese,US
2011-02-01,Wonton,1.6666666666666665,Sides/Snacks,Chinese,US
2011-03-01,Wonton,1.6666666666666665,Sides/Snacks,Chinese,US
2011-04-01,Wonton,1.3714285714285714,Sides/Snacks,Chinese,US
2011-05-01,Wonton,1.411764705882353,Sides/Snacks,Chinese,US
2011-06-01,Wonton,1.411764705882353,Sides/Snacks,Chinese,US
2011-07-01,Wonton,1.3714285714285714,Sides/Snacks,Chinese,US
2011-08-01,Wonton,1.3714285714285714,Sides/Snacks,Chinese,US
2011-09-01,Wonton,1.3333333333333333,Sides/Snacks,Chinese,US
2011-10-01,Wonton,1.8055555555555556,Sides/Snacks,Chinese,US
2011-11-01,Wonton,1.7567567567567568,Sides/Snacks,Chinese,US
